frame, timestamp, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
568,22.5879,0,0,1.32359,0,4.13382,4.10031,3.55348,3.16963,3.44092,1.56923,0.00823053,0.455723,0,0,3.94942,1.22247,2.65579
569,22.6277,0,0,1.31456,0,4.14923,4.14002,3.53489,3.10971,3.43374,1.56674,0.0429904,0.550822,0,0,3.90779,1.20036,2.70306
570,22.6676,0,0,1.33948,0,4.10086,4.05822,3.53837,3.14154,3.45803,1.60789,0.0724289,0.445099,0.00206147,0,3.97861,1.13182,2.6621
571,22.7074,0,0,1.387,0,4.10567,4.18274,3.49545,3.20581,3.4262,1.63706,0.107768,0.322747,0.014842,0,4.04366,1.07916,2.74552
572,22.7473,0,0,1.40294,0,4.09443,4.11069,3.5453,3.26814,3.43148,1.66005,0.0647778,0.209201,0.0167042,0,4.07309,1.1539,2.70116
573,22.7871,0,0,1.36505,0,4.15192,4.17023,3.53951,3.25053,3.40459,1.64538,0.0978097,0.213549,0.0146428,0,4.02375,1.1232,2.75044
574,22.8269,0,0,1.36814,0,4.11064,4.0492,3.53033,3.22359,3.42236,1.59087,0.0738029,0.227823,0.0018622,0,3.95258,1.18753,2.72648
575,22.8668,0,0,1.35766,0,4.13202,4.14214,3.49107,3.25627,3.41404,1.55314,0.0738029,0.34096,0.00334447,0,3.88838,1.13862,2.75958
576,22.9066,0,0,1.36442,0,4.10611,4.14869,3.50532,3.23852,3.42527,1.54674,0.0210179,0.35982,0.00334447,0,3.94924,1.20921,2.71848
577,22.9464,0,0,1.35322,0,4.13762,4.29004,3.52932,3.25516,3.41915,1.53651,0.0096855,0.508342,0.00334447,0,3.90313,1.20505,2.73664
578,22.9863,0,0,1.38149,0,4.12451,4.20667,3.53229,3.21402,3.42768,1.54828,0.0096855,0.502219,0.0151261,0,3.96048,1.19014,2.69856
579,23.0261,0,0,1.39636,0,4.13261,4.24934,3.51117,3.17402,3.41556,1.52454,0,0.606295,0.0151261,0,3.87063,1.21431,2.7589
580,23.066,0,0,1.41473,0,4.10458,4.21539,3.50137,3.14279,3.42382,1.54412,0.0222385,0.450192,0.0151261,0,3.92693,1.2061,2.72479
581,23.1058,0,0,1.39601,0,4.11095,4.2964,3.50361,3.13689,3.41808,1.52811,0.0222385,0.456583,0,0,3.86633,1.21409,2.76308
582,23.1456,0,0,1.39498,0,4.11052,4.1805,3.51637,3.17488,3.42859,1.55535,0.0222385,0.455317,0.0166074,0,3.91739,1.20087,2.70227
583,23.1855,0,0,1.37097,0,4.13838,4.26383,3.5043,3.13993,3.41632,1.54299,0,0.563634,0.0166074,0,3.90558,1.20682,2.75952
584,23.2253,0,0,1.37104,0,4.11511,4.20026,3.51305,3.16824,3.42562,1.57395,0.0230794,0.477688,0.0166074,0,3.97594,1.18508,2.71691
585,23.2651,0,0,1.35839,0,4.12491,4.30754,3.50224,3.19532,3.41692,1.54651,0.0230794,0.478239,0,0,3.9488,1.19613,2.75195
586,23.305,0,0,1.35261,0,4.1283,4.1497,3.52721,3.24685,3.43184,1.53446,0.0230794,0.446208,0.0341867,0,3.96167,1.14723,2.69445
587,23.3448,0,0,1.31768,0,4.14346,4.17081,3.49138,3.19607,3.42384,1.49164,0,0.521043,0.0341867,0,3.86669,1.19678,2.75033
588,23.3847,0,0,1.34361,0,4.09321,4.03157,3.48836,3.20856,3.4347,1.54702,0,0.407158,0.0525147,0,3.93675,1.14681,2.71875
589,23.4245,0,0,1.34862,0,4.0689,4.09366,3.46453,3.19481,3.42346,1.57363,0.0159865,0.283279,0.0430534,0,3.9675,1.11026,2.76576
590,23.4643,0,0,1.38217,0,4.06029,4.00285,3.50246,3.26448,3.4415,1.5973,0.0159865,0.217917,0.044527,0,4.00847,1.11928,2.72928
591,23.5042,0,0,1.36262,0,4.1114,4.1018,3.49577,3.22358,3.43168,1.57008,0.0399343,0.16236,0.0261991,0,3.97288,1.06624,2.76769
592,23.544,0,0,1.38517,0,4.10544,4.02024,3.52643,3.25698,3.43096,1.55061,0.0455291,0.182681,0.009707,0,3.95508,1.13541,2.73378
593,23.5838,0,0,1.38808,0,4.13095,4.09333,3.50935,3.26553,3.40418,1.56583,0.0843299,0.150481,0.0082334,0,3.99211,1.09024,2.76736
594,23.6237,0,0,1.39419,0,4.11282,4.06653,3.53015,3.25239,3.41276,1.56092,0.0721863,0.224012,0.0082334,0,3.9811,1.14813,2.72659
595,23.6635,0,0,1.36882,0,4.13534,4.17914,3.49934,3.24141,3.40774,1.56746,0.050605,0.427424,0,0,3.92637,1.18031,2.74397
596,23.7034,0,0,1.33653,0,4.13651,4.10917,3.53359,3.17945,3.43508,1.54304,0.0118042,0.542495,0.00652613,0,3.91549,1.19535,2.69309
597,23.7432,0,0,1.35474,0,4.12201,4.10305,3.51074,3.18237,3.39663,1.56318,0.0176067,0.554628,0.0392222,0,3.96465,1.23071,2.72612
598,23.783,0,0,1.34392,0,4.093,3.96898,3.52822,3.18601,3.41292,1.56566,0.0176067,0.354088,0.0427509,0,4.04963,1.20547,2.67862
599,23.8229,0,0,1.38774,0,4.06902,4.08676,3.51614,3.23725,3.3869,1.59574,0.0470551,0.238187,0.0487051,0,4.05505,1.22329,2.72311
600,23.8627,0,0,1.3592,0,4.0725,3.99434,3.5709,3.28571,3.42157,1.56179,0.0294484,0.1614,0.016009,0,4.0224,1.22286,2.69444
601,23.9025,0,0,1.37744,0,4.11973,4.10291,3.54419,3.29537,3.39559,1.58703,0.0873651,0.199191,0.0124803,0,4.0019,1.12939,2.76478
602,23.9424,0,0,1.37035,0,4.11162,3.99346,3.52872,3.24613,3.40837,1.5874,0.0579167,0.223709,0.0119457,0,3.983,1.08954,2.72728
603,23.9822,0,0,1.36366,0,4.13272,4.12956,3.47964,3.21963,3.40411,1.56814,0.0579167,0.370791,0.0119457,0,3.90578,1.0998,2.75355
604,24.0221,0,0,1.34227,0,4.11743,4.03788,3.52756,3.18479,3.4258,1.53365,0,0.460595,0.0148642,0,3.8674,1.1816,2.6916
605,24.0619,0,0,1.31692,0,4.12551,4.10433,3.49607,3.15839,3.42205,1.49294,0,0.554364,0.00291848,0,3.85041,1.24279,2.74742
606,24.1017,0,0,1.35722,0,4.12193,4.03954,3.49623,3.1554,3.4184,1.53673,0.0271025,0.487007,0.0240477,0,4.00866,1.17436,2.72851
607,24.1416,0,0,1.3728,0,4.12357,4.11935,3.47643,3.18016,3.40647,1.51698,0.0271025,0.480199,0.0211292,0,3.98707,1.19556,2.7666
608,24.1814,0,0,1.39777,0,4.0978,4.05588,3.51254,3.18917,3.4043,1.55519,0.0271025,0.36512,0.0211292,0,4.03091,1.21498,2.71067
609,24.2212,0,0,1.31648,0,4.11093,3.95538,3.53339,3.12798,3.41939,1.56248,0.0212917,0.364138,0.00385408,0,3.98686,1.20526,2.68554
610,24.2611,0,0,1.29118,0,4.11893,3.92604,3.54987,3.08267,3.42875,1.58424,0.0212917,0.346616,0.00385408,0,4.04098,1.2272,2.64909
611,24.3009,0,0,1.26952,0,4.1441,3.94383,3.51868,3.13638,3.41348,1.58791,0.0526301,0.326844,0.00963225,0,4.0921,1.16974,2.70067
612,24.3408,0,0,1.33933,0,4.10533,4.0407,3.53612,3.21475,3.42179,1.54317,0.0313384,0.214942,0.00577818,0,4.07275,1.17281,2.71681
613,24.3806,0,0,1.36767,0,4.08797,4.0784,3.51814,3.2788,3.39544,1.54998,0.0730457,0.145008,0.00577818,0,4.0523,1.13956,2.75876
614,24.4204,0,0,1.38402,0,4.06362,4.04013,3.56756,3.28629,3.41533,1.51427,0.0417073,0.14877,0.00617121,0,3.9907,1.12794,2.70191
615,24.4603,0,0,1.34312,0,4.116,4.11149,3.53801,3.30772,3.38406,1.56371,0.106955,0.261566,0.00617121,0,3.97351,1.14539,2.74583
616,24.5001,0,0,1.36404,0,4.11391,4.05348,3.55143,3.26797,3.41802,1.61251,0.0859071,0.27746,0.00617121,0,4.02019,1.15235,2.71292
617,24.5399,0,0,1.35343,0,4.1449,4.21207,3.51883,3.20718,3.39976,1.60752,0.0859071,0.388065,0,0,3.97048,1.16368,2.77216
618,24.5798,0,0,1.3731,0,4.13106,4.16767,3.52607,3.15889,3.42355,1.5661,0.0206599,0.445138,0.0203594,0,3.95229,1.19999,2.7315
619,24.6196,0,0,1.35956,0,4.14132,4.30553,3.50263,3.11975,3.40004,1.50672,0,0.523296,0.0203594,0,3.86179,1.17713,2.78905
620,24.6595,0,0,1.34315,0,4.09989,4.16525,3.52144,3.11936,3.40837,1.54104,0.00166404,0.446913,0.0264764,0,3.91484,1.13086,2.72675
621,24.6993,0,0,1.35004,0,4.08636,4.20405,3.5031,3.13685,3.40074,1.59663,0.0445121,0.340381,0.00611699,0,3.95103,1.08371,2.76926
622,24.7391,0,0,1.38586,0,4.06397,4.01654,3.54285,3.20984,3.41101,1.5937,0.0445121,0.194736,0.00611699,0,4.02566,1.11406,2.71861
623,24.779,0,0,1.4311,0,4.13018,4.10462,3.52536,3.27139,3.40255,1.59197,0.084743,0.202378,0,0,4.0454,1.13788,2.76957
624,24.8188,0,0,1.43283,0,4.12573,4.07314,3.55608,3.25353,3.41042,1.56513,0.048867,0.226578,0,0,4.01765,1.16361,2.72459
625,24.8586,0,0,1.39467,0,4.15394,4.20484,3.50451,3.20579,3.39687,1.56768,0.048867,0.357894,0,0,3.96747,1.14555,2.7548
626,24.8985,0,0,1.38205,0,4.10945,4.16587,3.50954,3.19846,3.41597,1.55471,0.0230883,0.331737,0,0,4.00443,1.1333,2.71433
627,24.9383,0,0,1.37051,0,4.12549,4.13791,3.52486,3.22008,3.40964,1.49123,0.0161162,0.329334,0,0,3.99381,1.1937,2.74445
628,24.9782,0,0,1.37454,0,4.09113,4.02292,3.54848,3.25882,3.41415,1.51001,0.0161162,0.232616,0,0,4.07484,1.15303,2.70537
629,25.018,0,0,1.3643,0,4.12208,4.02076,3.55099,3.2847,3.40982,1.53723,0.0521045,0.248054,0.0142163,0,4.09377,1.10903,2.76469
630,25.0578,0.0523971,0.343133,0.914696,0,3.03227,2.67517,2.35283,2.45074,2.96803,1.06796,0.0952973,0.22918,0.220678,0,3.76169,0.681612,1.8415
631,25.0977,0.0725423,0.629366,0.453331,0,1.97803,1.36584,1.17022,1.64448,2.53313,0.557982,0.0952973,0.227329,0.461936,0,3.41996,0.471609,0.953314
632,25.1375,0.0835955,0.994326,0,0,0.885823,0,0,0.852127,2.1087,0.0146383,0.0880733,0.240591,0.579433,0,2.99758,0.148244,0
633,25.1773,0.0998206,1.0007,0,0,0.903296,0,0,0.895444,2.14967,0.0146383,0.0733295,0.194086,0.558961,0,3.07558,0.262552,0
634,25.2172,0.0827803,1.02373,0,0,0.938547,0,0,0.950334,2.17851,0,0.0733295,0.135061,0.488952,0,3.04333,0.164764,0
635,25.257,0.0821712,1.01397,0,0,1.0047,0,0,0.932758,2.1956,0,0.028449,0.0313621,0.503571,0,3.0977,0.219205,0
636,25.2969,0.0355307,0.974015,0,0,1.04423,0,0,0.951249,2.18485,0,0,0.0116072,0.394929,0,3.06573,0.103622,0
637,25.3367,0.0455825,1.0047,0,0,1.06877,0,0,0.947683,2.18403,0,0,0,0.306665,0,3.07723,0.0577727,0
638,25.3765,0.0433142,0.970322,0,0,1.0724,0,0,0.988135,2.17554,0,0,0,0.225799,0,3.03308,0.00333107,0
639,25.4164,0.0509403,1.03248,0,0,1.07839,0,0,1.04138,2.15677,0,0,0,0.225747,0,2.97542,0,0
640,25.4562,0.0518151,1.04826,0,0,1.08033,0,0,1.05686,2.14346,0,0.00091605,0,0.249703,0,2.94577,0,0
641,25.496,0.0542571,1.06409,0,0.0210956,1.06689,0,0,1.07316,2.11951,0,0.00334674,0.0208729,0.297416,0,2.96964,0,0
642,25.5359,0.0246493,1.00962,0,0.0210956,1.047,0,0,1.02981,2.14619,0,0.00334674,0.0292518,0.357047,0,3.01981,0,0
643,25.5757,0.0154756,0.981384,0,0.0210956,1.02001,0,0,0.998429,2.17787,0,0.00243069,0.0292518,0.371858,0,3.04688,0.044738,0
644,25.6156,0.00485791,0.952956,0,0,0.990409,0,0,0.951653,2.21824,0,0,0.0103176,0.388359,0,3.05985,0.044738,0
645,25.6554,0.0108563,0.932439,0,0,0.989007,0,0,0.939567,2.21112,0,0,0.00383102,0.409698,0,3.01751,0.0526694,0
646,25.6952,0.00599837,0.908715,0,0,0.987676,0,0,0.918558,2.206,0,0,0.0129427,0.415863,0,3.00641,0.00793143,0
647,25.7351,0.00599837,0.906527,0,0.000374651,0.997269,0,0,0.926449,2.20571,0,0,0.0306871,0.432825,0,2.99446,0.0246606,0
648,25.7749,0.00511894,0.936407,0,0.000374651,0.988819,0,0,0.946458,2.22088,0,0,0.0348062,0.421346,0,3.04718,0.0842024,0
649,25.8147,0.00511894,0.925212,0,0.000374651,0.99664,0,0,0.960064,2.21194,0,0,0.0326429,0.435593,0,3.03746,0.13275,0
650,25.8546,0.00511894,0.910969,0,0.00253037,1.00632,0,0,0.930532,2.20761,0,0,0.0129598,0.418424,0,3.01392,0.116021,0
651,25.8944,0,0.862725,0,0.00253037,1.01952,0,0,0.90495,2.19549,0,0,0.00694833,0.43436,0,2.97701,0.0784636,0
652,25.9343,0,0.852704,0,0.00253037,1.01722,0,0,0.89015,2.19882,0,0,0.0134594,0.434637,0,2.98656,0.0299162,0
653,25.9741,0,0.868967,0,0,1.00787,0,0,0.932465,2.20933,0,0,0.0171962,0.435297,0,3.00678,0.0429485,0
654,26.0139,0.000802565,0.902696,0,0.00593131,0.991895,0,0,0.938638,2.20882,0,0,0.0250826,0.409764,0,3.0098,0.0460373,0
655,26.0538,0.000802565,0.887753,0,0.00593131,0.997069,0,0,0.949397,2.20633,0,0,0.0116232,0.407307,0,3.00101,0.0897451,0
656,26.0936,0.000802565,0.881041,0,0.00593131,0.999207,0,0,0.92083,2.1943,0,0,0.00788644,0.419233,0,2.97211,0.0767129,0
657,26.1334,0,0.868803,0,0,1.00739,0,0,0.916331,2.19725,0,0,0.0265283,0.438993,0,2.96555,0.0512806,0
658,26.1733,0,0.923901,0,0,0.994078,0,0,0.929386,2.20029,0,0,0.0389004,0.425527,0,2.95873,0.00757274,0
659,26.2131,0.002399,0.916468,0,0,0.995012,0,0,0.939946,2.19967,0,0,0.0389004,0.434346,0,2.97417,0.0230553,0
660,26.253,0.00514065,0.930328,0,0,0.990663,0,0,0.940417,2.19993,0,0,0.0231597,0.404281,0,2.97894,0.0154826,0
661,26.2928,0.00514065,0.904361,0,0,1.00881,0,0,0.934794,2.2011,0,0,0.0107876,0.433097,0,2.96873,0.0268519,0
662,26.3326,0.00274165,0.896806,0,0,1.01839,0,0,0.920201,2.19778,0,0,0.0202084,0.418441,0,2.96874,0.0123422,0
663,26.3725,0,0.902944,0,0.016991,1.02745,0,0,0.929254,2.19633,0,0,0.010405,0.444567,0,2.95871,0.0223548,0
664,26.4123,0.000360029,0.916308,0,0.016991,1.01333,0,0,0.938006,2.20921,0,0,0.010405,0.429216,0,3.01229,0.0481557,0
665,26.4521,0.000360029,0.956596,0,0.016991,1.00013,0,0,0.956262,2.22521,0,0,0.0141497,0.433824,0,3.02898,0.0764925,0
666,26.492,0.00813851,0.94591,0,0.0115698,0.996969,0,0,0.948252,2.21705,0,0,0.0194909,0.422091,0,3.02145,0.0664798,0
667,26.5318,0.00804417,0.966626,0,0.0133488,0.998208,0,0,0.954477,2.21873,0,0,0.0194909,0.421082,0,3.0055,0.0448525,0
668,26.5717,0.0108976,0.950524,0,0.0133488,0.996085,0,0,0.950563,2.20614,0,0,0.0133038,0.391957,0,2.98898,0.0155428,0
669,26.6115,0.00997073,0.937612,0,0.00177902,0.998796,0,0,0.951651,2.21303,0,0,0.00697835,0.408678,0,3.01191,0.0361195,0
670,26.6513,0.00970503,0.935923,0,0,0.996698,0,0,0.933513,2.20576,0,0,0.00697835,0.403395,0,3.00643,0.0636921,0
671,26.6912,0.00685163,0.923617,0,0,1.01312,0,0,0.939591,2.20475,0,0,0,0.448876,0,2.97581,0.0679381,0
672,26.731,0,0.893243,0,0.00626965,1.01043,0,0,0.931063,2.19398,0,0,0.0129994,0.404508,0,2.96905,0.0473614,0
673,26.7708,0,0.834498,0,0.00626965,1.03026,0,0,0.910439,2.18805,0,0,0.016787,0.429684,0,2.96953,0.0239321,0
674,26.8107,0,0.808607,0,0.0137958,1.01533,0,0,0.876308,2.18443,0,0,0.0333078,0.40938,0,3.00654,0.0196861,0
675,26.8505,0.000188796,0.861883,0,0.00752615,1.01736,0,0,0.889325,2.19907,0,0,0.0203084,0.459731,0,3.00403,0.0587736,0
676,26.8904,0.00370336,0.928761,0,0.00752615,0.994012,0,0,0.908679,2.19885,0,0,0.0303319,0.424885,0,3.00644,0.0390875,0
677,26.9302,0.00453513,0.954991,0,0,0.99608,0,0,0.935694,2.20248,0,0,0.0226601,0.428063,0,2.98282,0.0749601,0
678,26.97,0.00434634,0.937147,0,0,0.994638,0,0,0.931175,2.20014,0,0,0.0226601,0.410094,0,2.9855,0.044774,0
679,27.0099,0.000831768,0.906861,0,0,1.0051,0,0,0.926754,2.20397,0,0,0.00884895,0.448207,0,2.96802,0.044774,0
680,27.0497,0,0.916974,0,0,1.00229,0,0,0.922189,2.21475,0,0,0.0130554,0.42304,0,2.99627,0.00890138,0
681,27.0895,0,0.910788,0,0,1.00376,0,0,0.929157,2.21042,0,0,0.0130554,0.428549,0,3.00335,0.0442998,0
682,27.1294,0,0.904471,0,0,0.999763,0,0,0.924382,2.20793,0,0,0.020485,0.3908,0,3.01707,0.0442998,0
683,27.1692,0,0.904732,0,0,1.00536,0,0,0.936797,2.20278,0,0,0.0345152,0.423663,0,3.01039,0.0627485,0
684,27.2091,0,0.899861,0,0.00406558,0.997861,0,0,0.909906,2.20333,0,0,0.050219,0.393501,0,3.01132,0.0184487,0
685,27.2489,0.000626245,0.878634,0,0.00406558,1.0016,0,0,0.912486,2.19336,0,0,0.0517016,0.40405,0,2.99697,0.050206,0
686,27.2887,0.00258322,0.889098,0,0.00406558,0.998787,0,0,0.909234,2.19407,0,0,0.0266098,0.379904,0,2.99097,0.037399,0
687,27.3286,0.00258322,0.878145,0,0,1.01381,0,0,0.930489,2.19479,0,0,0.010906,0.422201,0,2.97562,0.0539564,0
688,27.3684,0.00195697,0.870626,0,0,1.01086,0,0,0.927197,2.20339,0,0,0.0174706,0.407738,0,2.99914,0.0221992,0
689,27.4082,0.00236867,0.880091,0,0.0100839,1.00996,0,0,0.921222,2.2016,0,0,0.0175432,0.44084,0,2.99578,0.0165574,0
690,27.4481,0.00236867,0.905153,0,0.0100839,0.989489,0,0,0.901474,2.20308,0,0,0.0267804,0.406266,0,3.00456,0,0
691,27.4879,0.00236867,0.901809,0,0.0100839,0.989215,0,0,0.904852,2.20445,0,0,0.0122374,0.427133,0,2.98737,0.059403,0
692,27.5278,0,0.871803,0,0,0.998126,0,0,0.893308,2.20476,0,0,0.0101709,0.407481,0,2.98175,0.0671715,0
693,27.5676,0,0.873422,0,0,1.00434,0,0,0.918561,2.20718,0,0,0.00309181,0.438939,0,2.9677,0.0854851,0
694,27.6074,0.0027471,0.924586,0,0,1.00163,0,0,0.937951,2.21906,0,0,0.0112477,0.444415,0,3.01755,0.0733421,0
695,27.6473,0.0027471,0.922261,0,0,1.00471,0,0,0.955851,2.21643,0,0,0.0112477,0.455564,0,2.98506,0.0655736,0
696,27.6871,0.0027471,0.933062,0,0,1.00518,0,0,0.94567,2.21507,0,0,0.0157886,0.427833,0,2.99688,0.04726,0
697,27.7269,0,0.892113,0,0,1.02035,0,0,0.921726,2.20827,0,0,0.00669902,0.432656,0,2.94146,0,0
698,27.7668,0,0.872767,0,0.00160167,1.00663,0,0,0.89834,2.19779,0,0,0.0201524,0.413738,0,2.99415,0,0
699,27.8066,0,0.834979,0,0.00160167,1.00871,0,0,0.900473,2.19865,0,0,0.0134534,0.44051,0,2.97555,0.0245743,0
700,27.8465,0,0.882896,0,0.00160167,0.995889,0,0,0.915464,2.20099,0,0,0.0203175,0.426684,0,2.99169,0.0667479,0
701,27.8863,0,0.878214,0,0,0.99536,0,0,0.931571,2.21448,0,0,0.00889182,0.434642,0,2.97372,0.116231,0
702,27.9261,0,0.901591,0,0.00108718,1.01032,0,0,0.92442,2.20964,0,0,0.00889182,0.413184,0,2.99614,0.0972716,0
703,27.966,0.00051691,0.877549,0,0.00108718,1.01995,0,0,0.915679,2.19959,0,0,0.0131707,0.422814,0,2.98738,0.0898946,0
704,28.0058,0.00051691,0.885178,0,0.00108718,1.03597,0,0,0.913377,2.20211,0,0,0.011143,0.430622,0,3.00252,0.0474397,0
705,28.0456,0.00517708,0.887408,0,0,1.02107,0,0,0.921416,2.20527,0,0,0.011143,0.435731,0,2.99478,0.0983769,0
706,28.0855,0.00466017,0.889275,0,0.000519569,1.01129,0,0,0.91495,2.21077,0,0,0.0158377,0.409221,0,2.99973,0.0635802,0
707,28.1253,0.00466017,0.902759,0,0.000519569,1.00184,0,0,0.917147,2.20078,0,0,0.0158377,0.425582,0,2.98705,0.079977,0
708,28.1652,0,0.885578,0,0.000519569,1.00923,0,0,0.913582,2.2003,0,0,0.0258298,0.421821,0,2.99602,0.0234253,0
709,28.205,0,0.88177,0,0,1.01435,0,0,0.925083,2.20025,0,0,0.0225749,0.463726,0,2.97864,0.046784,0
710,28.2448,0.00587143,0.894104,0,0,1.01173,0,0,0.920051,2.20518,0,0,0.0308608,0.413304,0,3.00399,0.0233586,0
711,28.2847,0.00587143,0.901446,0,0,1.00978,0,0,0.926046,2.19952,0,0,0.0283208,0.411686,0,2.98547,0.0831121,0
712,28.3245,0.00587143,0.891419,0,0,1.00648,0,0,0.90954,2.19391,0,0,0.0159042,0.386739,0,3.00028,0.0597535,0
713,28.3643,0,0.890165,0,0,1.00642,0,0,0.919169,2.19877,0,0,0.0207535,0.433144,0,2.99751,0.0811704,0
714,28.4042,0.00394381,0.907774,0,0,1.00371,0,0,0.916118,2.20495,0,0,0.0313402,0.405498,0,3.01303,0.0214169,0
715,28.444,0.00907787,0.910263,0,0,1.00123,0,0,0.938822,2.20629,0,0,0.031174,0.425288,0,3.01909,0.0420469,0
716,28.4839,0.00907787,0.89833,0,0,1.00192,0,0,0.923439,2.20148,0,0,0.0355677,0.392397,0,3.00062,0.02063,0
717,28.5237,0.00513405,0.864881,0,0,1.00953,0,0,0.923046,2.20143,0,0,0.0199183,0.424769,0,2.98632,0.0351879,0
718,28.5635,0,0.852547,0,0,1.01258,0,0,0.895818,2.19664,0,0,0.0416893,0.383568,0,2.97948,0.0145579,0
719,28.6034,0,0.834479,0,0,1.02833,0,0,0.901212,2.19549,0,0,0.0310996,0.406554,0,2.97884,0.0467622,0
720,28.6432,0,0.831973,0,0,1.01979,0,0,0.900313,2.19638,0,0,0.0302266,0.379992,0,3.00987,0.0322043,0
721,28.683,0.00264329,0.87778,0,0.0237912,1.01604,0,0,0.922934,2.20431,0,0,0.0149917,0.426418,0,2.99232,0.0444022,0
722,28.7229,0.00264329,0.916904,0,0.0237912,1.00011,0,0,0.939498,2.19989,0,0,0.00889179,0.404,0,3.01283,0.0121979,0
723,28.7627,0.00264329,0.957637,0,0.0499143,1.00202,0,0,0.93992,2.19641,0,0,0.00737533,0.425013,0,2.96618,0.0121979,0
724,28.8026,0,0.941508,0,0.0300679,1.01469,0,0,0.926166,2.19287,0,0,0.0107943,0.387601,0,2.98209,0,0
725,28.8424,0,0.918564,0,0.0300679,1.01944,0,0,0.909184,2.19703,0,0,0.0152768,0.412031,0,2.9521,0.044746,0
726,28.8822,0.0114314,0.906749,0,0.00394485,1.02339,0,0,0.915136,2.20077,0,0,0.0258663,0.408789,0,2.98342,0.044746,0
727,28.9221,0.0114314,0.909012,0,0.0152647,1.00429,0,0,0.928359,2.20066,0,0,0.0159111,0.420921,0,2.98572,0.0791093,0
728,28.9619,0.0114314,0.927728,0,0.0152647,0.994165,0,0,0.949453,2.21412,0,0,0.0105895,0.417417,0,3.02422,0.0786025,0
729,29.0017,0,0.91937,0,0.0152647,0.989128,0,0,0.947499,2.20697,0,0,0.00189691,0.423099,0,3.01197,0.1131,0
730,29.0416,0,0.891029,0,0,1.00676,0,0,0.93693,2.2078,0,0,0.0119762,0.392804,0,3.03146,0.0787365,0
731,29.0814,0,0.841798,0,0,1.02305,0,0,0.9116,2.19454,0,0,0.0185777,0.394842,0,2.99513,0.075528,0
732,29.1213,0.00214883,0.854405,0,0,1.02385,0,0,0.900804,2.20095,0,0,0.0166808,0.397554,0,3.00854,0.0445582,0
733,29.1611,0.00363086,0.879302,0,0,1.01228,0,0,0.904109,2.1989,0,0,0.00660153,0.448399,0,2.96923,0.0750456,0
734,29.2009,0.00693225,0.943176,0,0,0.989498,0,0,0.922784,2.19872,0,0,0.0180935,0.423317,0,2.9727,0.0340149,0
735,29.2408,0.00478342,0.926105,0,0,0.989649,0,0,0.926059,2.19152,0,0,0.0180935,0.427179,0,2.96346,0.0360419,0
736,29.2806,0.00330139,0.926697,0,0,1.00164,0,0,0.917288,2.18863,0,0,0.0230892,0.40408,0,2.98268,0.0055545,0
737,29.3204,0,0.910956,0,0,1.01296,0,0,0.914868,2.19373,0,0,0.0300373,0.434824,0,2.98325,0.0216899,0
738,29.3603,0,0.945479,0,0,1.00475,0,0,0.935423,2.21407,0,0,0.0452742,0.438433,0,3.01299,0.0688414,0
739,29.4001,0.000252716,0.921328,0,0,0.999163,0,0,0.948806,2.21604,0,0,0.0402785,0.441088,0,2.99968,0.0975137,0
740,29.44,0.000252716,0.905328,0,0,1.00121,0,0,0.939125,2.21575,0,0,0.0152369,0.418804,0,3.00205,0.0813783,0
741,29.4798,0.000252716,0.879923,0,0,1.01452,0,0,0.911017,2.20206,0,0,0.0047049,0.404489,0,2.97928,0.0691967,0
742,29.5196,0,0.875662,0,0,1.01515,0,0,0.897704,2.20406,0,0,0.00851847,0.405693,0,2.99505,0.040889,0
743,29.5595,0,0.885023,0,0,1.00868,0,0,0.892407,2.20359,0,0,0.00851847,0.439744,0,2.9833,0.0627837,0
744,29.5993,0,0.887987,0,0,0.997428,0,0,0.897163,2.20322,0,0,0.0117112,0.426532,0,2.98252,0.0222594,0
745,29.6391,0,0.895951,0,0,0.989947,0,0,0.90822,2.1949,0,0,0.00789763,0.439181,0,2.9726,0.0416968,0
746,29.679,0,0.884304,0,0,1.0025,0,0,0.896897,2.19071,0,0,0.00789763,0.403209,0,2.9922,0.0198021,0
747,29.7188,0.00462262,0.887665,0,0,1.00346,0,0,0.904197,2.18759,0,0,0,0.431118,0,2.98662,0.0370132,0
748,29.7587,0.00462262,0.895058,0,0,1.00226,0,0,0.899542,2.20125,0,0,0.00821962,0.395702,0,3.01271,0.0172111,0
749,29.7985,0.00462262,0.895704,0,0,0.997688,0,0,0.929778,2.20108,0,0,0.00821962,0.426747,0,3.01325,0.054701,0
750,29.8383,0,0.892739,0,0,1.00492,0,0,0.921233,2.20397,0,0,0.015157,0.405105,0,3.01552,0.0374898,0
751,29.8782,0,0.8909,0,0,1.01727,0,0,0.920419,2.19876,0,0,0.0187842,0.432132,0,2.98598,0.0641439,0
752,29.918,0,0.901184,0,0,1.02054,0,0,0.902769,2.19338,0,0,0.0215062,0.407659,0,2.98048,0.0382236,0
753,29.9578,0.00434115,0.912262,0,0,1.0137,0,0,0.914971,2.19383,0,0,0.0145688,0.434314,0,2.98963,0.0626594,0
754,29.9977,0.00434115,0.920962,0,0,1.00288,0,0,0.920897,2.20054,0,0,0.00738036,0.422249,0,3.00127,0.0871013,0
