frame, timestamp, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
175,6.93174,1.09585,0,1.6812,0,0.458335,0.633248,0,0.997501,1.15053,0.58633,0,0,0,0.00885073,1.93692,1.89695,0
176,6.97157,1.10393,0,1.69788,0,0.457502,0.713457,0,1.0104,1.14776,0.615997,0,0,0,0.00539585,1.9247,1.88621,0.0024114
177,7.01141,1.09762,0,1.71094,0,0.453164,0.674906,0.00135298,1.00688,1.1377,0.604827,0,0,0,0.00976217,1.88649,1.8894,0.0024114
178,7.05125,1.13211,0,1.70784,0,0.448905,0.626291,0.00135298,1.0089,1.13426,0.61309,0,0.00753924,0,0.00748662,1.88435,1.89392,0.0024114
179,7.09109,1.11037,0,1.68334,0,0.443865,0.619053,0.00135298,1.00649,1.13184,0.604683,0,0.0123025,0,0.00999848,1.8876,1.89617,0.00311717
180,7.13092,1.11795,0,1.66142,0,0.435866,0.624108,0,0.999714,1.13726,0.599612,0,0.0123025,0,0.0058244,1.91167,1.90121,0.00311717
181,7.17076,1.09481,0,1.66272,0,0.43628,0.699069,0.00297992,1.00635,1.13767,0.599021,0,0.00480057,0,0.00716649,1.91408,1.90237,0.00311717
182,7.2106,1.103,0,1.67644,0,0.441801,0.687154,0.00413877,0.993692,1.13929,0.592294,0,0.000109255,0,0.0022999,1.90686,1.90967,0
183,7.25044,1.09121,0,1.695,0,0.44629,0.687489,0.00413877,1.00937,1.13274,0.595601,0,0.00132547,0,0.00466679,1.90011,1.89906,0
184,7.29027,1.10473,0,1.699,0,0.447462,0.641843,0.00115885,0.99871,1.13308,0.571281,0,0.0117342,0,0.00826031,1.88454,1.89804,0.00161368
185,7.33011,1.11199,0,1.69536,0,0.439356,0.627483,0,1.01111,1.13045,0.582495,0,0.0135198,0,0.0112221,1.8916,1.90215,0.00266993
186,7.36995,1.13211,0,1.69525,0,0.441515,0.611933,0,1.01522,1.13128,0.577406,0,0.0222063,0,0.0153439,1.90119,1.90342,0.00704365
187,7.40979,1.1315,0,1.70417,0,0.445709,0.615318,0,1.015,1.13412,0.592475,0,0.0240367,0,0.0161424,1.90258,1.90975,0.00780817
188,7.44962,1.11297,0,1.70418,0,0.451179,0.647185,0.00105352,1.02138,1.13768,0.586842,0,0.0284869,0,0.0162749,1.90362,1.89779,0.00675192
189,7.48946,1.10292,0.00384947,1.7072,0,0.453324,0.667436,0.00335065,1.0211,1.14209,0.59065,0,0.0210251,0,0.018034,1.89423,1.90504,0.0023782
190,7.5293,1.09598,0.00384947,1.70805,0,0.454368,0.68044,0.00683555,1.01471,1.14002,0.576516,0,0.0112836,0,0.0122999,1.88579,1.90769,0
191,7.56914,1.08489,0.00384947,1.70336,0,0.453385,0.652842,0.00578203,1.0139,1.13794,0.567857,0,0.00497567,0,0.0132779,1.88151,1.90997,0
192,7.60898,1.07454,0,1.68696,0,0.448173,0.65567,0.0034849,0.998044,1.13954,0.561675,0,0.00489301,0,0.00544829,1.88205,1.91438,0.000467483
193,7.64881,1.05434,0,1.68281,0,0.444773,0.665992,0.00993587,1.0036,1.14471,0.583729,0,0.00235815,0,0.00972052,1.89349,1.91497,0.000467483
194,7.68865,1.07105,0,1.6915,0,0.443834,0.664638,0.0133719,1.00257,1.1473,0.595509,0,0.00894134,0,0.0075388,1.88727,1.91753,0.00413527
195,7.72849,1.07657,0,1.70399,0,0.442539,0.6664,0.0133719,1.00626,1.1384,0.612711,0,0.0202419,0,0.0135636,1.89062,1.88339,0.00366986
196,7.76833,1.08926,0,1.71016,0,0.44112,0.676771,0.00889897,1.00467,1.13144,0.615922,0,0.0299343,0,0.0153032,1.89552,1.86759,0.00366986
197,7.80816,1.09558,0,1.70228,0,0.43955,0.690517,0.00546297,0.997388,1.13051,0.610394,0,0.0354988,0,0.0179719,1.90069,1.85784,0.0014843
198,7.848,1.1183,0,1.69048,0,0.434221,0.682036,0.00546297,1.00414,1.13268,0.61122,0,0.0261011,0,0.0169846,1.89776,1.88074,0.00215148
199,7.88784,1.11777,0,1.67496,0,0.437647,0.67219,0,1.00542,1.13764,0.599944,0,0.0225285,0,0.0181454,1.89362,1.88695,0.0049133
200,7.92768,1.1071,0,1.68046,0,0.438485,0.699781,0.00104783,1.00663,1.13513,0.603166,0,0.0177106,0,0.0178812,1.90797,1.88505,0.00343108
201,7.96751,1.09085,0,1.6901,0,0.451463,0.640698,0.00104783,1.00252,1.14467,0.573218,0,0.02031,0,0.0122331,1.91677,1.89562,0.00276182
202,8.00735,1.09274,0,1.69095,0,0.45061,0.654537,0.00903124,1.00501,1.14345,0.568739,0,0.0167832,0,0.0116186,1.9124,1.90062,0
203,8.04719,1.09948,0,1.69602,0,0.457,0.609577,0.00798341,0.992544,1.14563,0.562245,0,0.0109106,0,0.00790518,1.90782,1.9055,0
204,8.08703,1.08819,0,1.70235,0,0.462148,0.63772,0.00798341,0.992012,1.15094,0.584897,0,0.00405024,0,0.00790518,1.92401,1.92644,0
205,8.12686,1.10027,0,1.71501,0,0.463889,0.601127,0.00504846,0.981282,1.15304,0.591145,0,0.00439599,0,0.00134719,1.91679,1.9319,0
206,8.1667,1.09846,0,1.70613,0,0.455289,0.622394,0.0064231,0.990409,1.15142,0.600963,0,0.00293869,0,0.00826845,1.9076,1.92413,0
207,8.20654,1.10047,0,1.7049,0,0.446799,0.669746,0.0156403,0.987633,1.13587,0.611424,0,0.00293869,0,0.015316,1.87191,1.89399,0
208,8.24638,1.08887,0,1.71065,0,0.445023,0.702251,0.0158073,1.00107,1.13494,0.610421,0,0.00154698,0,0.0181042,1.88761,1.8949,0
209,8.28621,1.08357,0,1.72087,0,0.451974,0.665281,0.0144327,0.99522,1.13498,0.601348,0,0.00154698,0,0.0117504,1.87247,1.93062,0
210,8.32605,1.09155,0,1.71736,0,0.448364,0.677048,0.00521547,1.00144,1.13442,0.599876,0,0.00589157,0,0.00840339,1.90155,1.91258,0
211,8.36589,1.09417,0,1.70925,0,0.448434,0.639702,0,0.985605,1.13244,0.596956,0,0.00434459,0,0.00734482,1.87805,1.92536,0
212,8.40573,1.10069,0,1.70979,0,0.446393,0.640273,0,0.988577,1.14123,0.582291,0,0.00681684,0,0.00543016,1.90083,1.92085,0
213,8.44556,1.08049,0,1.71821,0,0.446673,0.621237,0.00656885,0.987219,1.14664,0.583009,0,0.00247225,0,0.00775153,1.88325,1.92717,0
214,8.4854,1.07504,0,1.70961,0,0.446273,0.660386,0.00656885,1.00152,1.14684,0.596542,0,0.00247225,0,0.00895583,1.90044,1.9161,0
215,8.52524,1.07733,0,1.71032,0,0.447652,0.657075,0.00656885,1.00126,1.14219,0.602038,0,0.00367082,0,0.00917057,1.90156,1.90296,0
216,8.56508,1.11101,0,1.7053,0,0.461569,0.648532,0,0.995049,1.14611,0.583069,0,0.00367082,0,0.00314865,1.9262,1.92743,0
217,8.60491,1.11095,0,1.6996,0,0.462906,0.642835,0,0.999122,1.1486,0.571384,0,0.00696331,0,0.00219707,1.91978,1.93356,0
218,8.64475,1.13092,0,1.69756,0,0.466452,0.667543,0,0.998887,1.14904,0.580397,0,0.00329249,0,0.00198233,1.94151,1.94808,0
219,8.68459,1.11987,0,1.68468,0,0.457649,0.716846,0,1.00531,1.14323,0.590989,0,0.00329249,0,0.00673368,1.89989,1.94178,0
220,8.72443,1.12137,0,1.68885,0,0.456198,0.728656,0.00280683,1.0025,1.1377,0.596052,0,0,0,0.00475135,1.91495,1.92338,0
221,8.76426,1.09497,0,1.68329,0,0.449818,0.737527,0.00280683,1.00745,1.13133,0.595179,0,0.0089443,0,0.0094582,1.88923,1.89544,0.00185578
222,8.8041,1.09471,0,1.68083,0,0.447454,0.717037,0.00280683,1.0114,1.12862,0.598677,0,0.0089443,0,0.00470685,1.89747,1.89263,0.00185578
223,8.84394,1.09226,0,1.68342,0,0.445883,0.694346,0,1.00608,1.13132,0.593025,0,0.0089443,0,0.00742306,1.88954,1.89543,0.00185578
224,8.88378,1.08433,0,1.70271,0,0.445245,0.675532,0.00731662,1.00397,1.12904,0.603256,0,0,0,0.00550566,1.88549,1.89846,0
225,8.92361,1.09792,0,1.72556,0,0.448935,0.601835,0.00731662,0.995651,1.13707,0.588821,0,0.000232759,0,0.00550566,1.91027,1.90237,0
226,8.96345,1.1033,0,1.72022,0,0.449854,0.617763,0.0078504,0.992697,1.13973,0.589015,0,0.00347896,0,0.00309304,1.91303,1.91526,0
227,9.00329,1.10648,0,1.69014,0,0.445152,0.666578,0.00415998,1.00604,1.1412,0.591238,0,0.00347896,0,0.00278827,1.91942,1.91796,0
228,9.04313,1.09381,0,1.68651,0,0.448166,0.707097,0.00854371,1.00343,1.13686,0.602041,0,0.0032462,0,0.00474893,1.91241,1.91254,0
229,9.08297,1.08972,0,1.69591,0,0.451213,0.726689,0.00800994,1.01331,1.13537,0.612063,0,0,0,0.00513634,1.91704,1.90336,0
230,9.1228,1.09698,0,1.70125,0,0.45767,0.707479,0.00438374,0.997243,1.14311,0.60803,0,0,0,0.00604588,1.92574,1.89754,0
231,9.16264,1.10889,0,1.68666,0,0.452447,0.69366,0,0.993635,1.14602,0.6031,0,0,0,0.00408522,1.94374,1.90537,0
232,9.20248,1.11023,0,1.68608,0,0.448322,0.653942,0,0.993344,1.14961,0.59851,0,0,0,0.00977031,1.91751,1.91372,0
233,9.24232,1.10609,0,1.68473,0,0.445435,0.657283,0.00156336,1.00747,1.14211,0.591415,0,0.00565584,0,0.00912547,1.91886,1.9067,0
234,9.28215,1.08507,0,1.69669,0,0.446559,0.654448,0.00733973,1.00703,1.13627,0.593237,0,0.00565584,0,0.00917567,1.87604,1.91813,0
235,9.32199,1.0847,0,1.69011,0,0.447717,0.679565,0.0101142,1.01021,1.13243,0.594156,0,0.00565584,0,0.00309806,1.89983,1.91442,0
236,9.36183,1.09834,0,1.69556,0,0.451351,0.619983,0.00855089,0.995006,1.14399,0.580422,0,0,0,0.00536029,1.89145,1.94387,0
237,9.40167,1.09236,0,1.69336,0,0.452832,0.679107,0.00816221,0.995703,1.14418,0.587168,0,0.00369537,0,0.0063224,1.90647,1.91819,0
238,9.4415,1.09357,0,1.69537,0,0.450123,0.667197,0.00943952,0.986819,1.14498,0.591016,0,0.00375527,0,0.0107075,1.8998,1.91219,0
239,9.48134,1.09046,0,1.69403,0,0.450332,0.690283,0.00943952,0.992622,1.14267,0.595463,0,0.00375527,0,0.00753739,1.90388,1.90696,0
240,9.52118,1.09549,0,1.69832,0,0.448635,0.663525,0.0106714,1.01039,1.14154,0.593579,0,5.99E-05,0,0.010484,1.90963,1.89947,0
241,9.56102,1.11886,0,1.70362,0,0.45836,0.632528,0.00661953,0.999966,1.14593,0.574364,0,0,0,0.00580036,1.92993,1.90774,0
242,9.60085,1.11606,0,1.70577,0,0.467205,0.642829,0.00661953,0.981153,1.14136,0.583847,0,0,0,0.00395891,1.93775,1.94103,0
243,9.64069,1.13195,0,1.68927,0,0.467611,0.640436,0,0.970637,1.14327,0.580802,0,0.00959588,0,0.0017816,1.93186,1.95348,0.0047043
244,9.68053,1.11333,0,1.68804,0,0.465436,0.632703,0,0.969209,1.14206,0.587341,0,0.0105103,0,0.00233739,1.91995,1.95246,0.0047043
245,9.72037,1.10539,0,1.68913,0,0.455024,0.656074,0.00141948,0.993703,1.13773,0.588925,0,0.0114861,0,0.00534973,1.91049,1.89213,0.0047043
246,9.7602,1.07777,0,1.70405,0,0.451597,0.619689,0.00141948,0.986437,1.14108,0.586294,0,0.00189026,0,0.00356813,1.90975,1.90129,0
247,9.80004,1.06806,0,1.70871,0,0.449609,0.688034,0.00681065,1.0064,1.13774,0.586881,0,0.00694103,0,0.00696237,1.91704,1.89031,0
248,9.83988,1.07035,0,1.70779,0,0.44587,0.686458,0.00539117,0.992392,1.139,0.580435,0,0.00596518,0,0.00395003,1.88922,1.93638,0
249,9.87972,1.0757,0,1.70051,0,0.441665,0.738599,0.00539117,1.00578,1.13304,0.585196,0,0.00879315,0,0.00494651,1.90067,1.92037,0.00370141
250,9.91955,1.08919,0,1.68837,0,0.443664,0.711829,0.000194541,0.988604,1.13381,0.588122,0,0.00282797,0,0.00128868,1.87813,1.92899,0.00370141
251,9.95939,1.09457,0,1.67391,0,0.444613,0.705213,0.000194541,0.984031,1.1369,0.589134,0,0.00282797,0,0.00128868,1.89797,1.90426,0.00370141
252,9.99923,0.740108,0.00622785,1.10949,0.668349,0.299732,0.462852,0.000194541,0.645464,0.76069,0.609256,0.361133,0.111994,0,0.502558,1.29965,1.60304,0
253,10.0391,0.368367,0.00622785,0.550558,1.34272,0.147312,0.225933,0,0.319898,0.381593,0.768913,0.931526,0.111994,0,1.00535,0.74198,1.34499,0
254,10.0789,0,0.00622785,0,1.96241,0,0,0,0,0,0.967429,1.83211,0.111994,0,1.63578,0.111891,1.13875,0
255,10.1187,0,0.00489966,0,1.98951,0,0,0,0,0,1.01219,1.94953,0.121072,0,1.73832,0.091699,1.27357,0
256,10.1586,0,0.0685223,0,1.90714,0,0,0,0,0,0.883816,1.89383,0.21612,0,1.82363,0.109878,1.60078,0
257,10.1984,0.0213033,0.186986,0,2.02192,0,0,0,0,0,0.763225,1.45475,0.218378,0,1.76473,0.107932,1.58653,0
258,10.2383,0.0213033,0.279066,0,1.98372,0,0,0,0,0,0.841997,1.57897,0.173262,0,1.6715,0.131461,1.45007,0
259,10.2781,0.0300741,0.274873,0,2.11293,0,0,0,0,0,0.847038,1.65968,0.0782135,0,1.67843,0.0458823,0.970246,0
260,10.3179,0.00877079,0.19723,0,2.06032,0,0,0,0,0,0.895597,1.61515,0.0759555,0,1.65721,0.162852,0.978728,0
261,10.3578,0.0260627,0.186567,0,2.08972,0,0,0,0,0,0.798246,1.54477,0,0,1.69071,0.11697,0.866611,0
262,10.3976,0.017292,0.213247,0,2.04464,0,0,0,0,0,0.869318,1.50978,0.0300312,0,1.6683,0.273367,1.13706,0
263,10.4374,0.0383107,0.277099,0,2.0576,0,0,0,0,0,0.805798,1.67514,0.0300312,0,1.69421,0.156397,0.842318,0
264,10.4773,0.0210188,0.211323,0,2.07335,0,0,0,0,0,0.876501,1.81262,0.0300312,0,1.75087,0.178843,1.04386,0
265,10.5171,0.0521493,0.193378,0,2.1476,0,0,0,0,0,0.809174,1.75632,0.0987678,0,1.7354,0.0224461,0.839751,0
266,10.557,0.0492024,0.153792,0,2.122,0,0,0,0,0,0.878225,1.82591,0.20923,0,1.74743,0.0224461,1.16772,0
267,10.5968,0.0880982,0.178227,0,2.08613,0,0,0,0,0,0.784458,1.79605,0.304678,0,1.69902,0,1.05299,0
268,10.6366,0.120665,0.207405,0,1.99976,0,0,0,0,0,0.814317,1.8505,0.254081,0,1.67172,0,1.06349,0
269,10.6765,0.226099,0.215865,0,1.98461,0,0,0,0,0,0.586112,1.54842,0.208699,0,1.57355,0,0.995474,0
270,10.7163,0.358364,0.170887,0,1.94566,0,0,0,0,0,0.602807,1.26595,0.150505,0,1.43696,0,1.07638,0
271,10.7561,0.432332,0.0735446,0,1.97347,0,0,0,0,0,0.53202,1.17623,0.207054,0,1.28628,0,0.959495,0
272,10.796,0.465545,0,0,2.00918,0,0,0,0,0,0.620963,1.40381,0.236094,0,1.21664,0,0.692452,0
273,10.8358,0.427756,0,0,2.03257,0,0,0,0,0,0.671659,1.61854,0.259671,0,1.22739,0,0.567122,0
274,10.8757,0.435625,0,0,2.01752,0,0,0,0,0,0.714109,1.70534,0.202217,0,1.252,0,0.573993,0
275,10.9155,0.40308,0,0,1.97532,0,0,0,0,0,0.790571,1.60901,0.205424,0,1.23223,0,0.68169,0
276,10.9553,0.42587,0,0,2.0199,0,0,0,0,0,0.773553,1.57947,0.213847,0,1.21256,0,0.595835,0
277,10.9952,0.415787,0,0,2.02678,0,0,0,0,0,0.78672,1.55428,0.21009,0,1.20528,0,0.54298,0
278,11.035,0.412584,0,0,2.04745,0,0,0,0,0,0.795716,1.64179,0.145174,0,1.21313,0,0.511701,0
279,11.0748,0.399343,0,0,2.03995,0,0,0,0,0,0.728407,1.64813,0.21864,0,1.20487,0,0.50511,0
280,11.1147,0.401847,0,0,2.00837,0,0,0,0,0,0.758577,1.68644,0.245855,0,1.2167,0,0.581348,0
281,11.1545,0.422349,0,0,1.98477,0,0,0,0,0,0.750703,1.65539,0.281954,0,1.22725,0,0.569289,0
282,11.1944,0.412619,0,0,2.00707,0,0,0,0,0,0.820997,1.69324,0.213211,0,1.2362,0,0.589478,0
283,11.2342,0.398337,0,0,2.01965,0,0,0,0,0,0.796203,1.7137,0.208598,0,1.2116,0,0.468249,0
284,11.274,0.378895,0,0,2.06181,0,0,0,0,0,0.810361,1.71369,0.228419,0,1.19505,0,0.432162,0
285,11.3139,0.400481,0,0,2.02107,0,0,0,0,0,0.798285,1.73078,0.187269,0,1.18522,0,0.398173,0
286,11.3537,0.424341,0,0,2.07355,0,0,0,0,0,0.857713,1.5915,0.350957,0,1.20059,0,0.597321,0
287,11.3935,0.451727,0,0,2.04989,0,0,0,0,0,0.777343,1.54434,0.28556,0,1.20565,0,0.618004,0
288,11.4334,0.448216,0,0,2.13129,0,0,0,0,0,0.792107,1.41814,0.448106,0,1.22073,0,0.674876,0
289,11.4732,0.477384,0,0,2.09397,0,0,0,0,0,0.712275,1.5678,0.266747,0,1.2452,0,0.507111,0
290,11.5131,0.487495,0,0,2.21693,0,0,0,0,0,0.799238,1.59331,0.278337,0,1.2778,0,0.485343,0
291,11.5529,0.504219,0,0,2.08826,0,0,0,0,0,0.768707,1.69354,0.143059,0,1.2874,0,0.443845,0
292,11.5927,0.472173,0,0,2.10074,0,0,0,0,0,0.846347,1.52573,0.356851,0,1.30508,0,0.644246,0
293,11.6326,0.495205,0,0,1.94051,0,0,0,0,0,0.769925,1.56923,0.322326,0,1.26615,0,0.6669,0
294,11.6724,0.471101,0,0,2.04547,0,0,0,0,0,0.763339,1.46543,0.366661,0,1.27981,0,0.623362,0
295,11.7122,0.468012,0,0,2.00296,0,0,0,0,0,0.644369,1.55757,0.124221,0,1.23285,0,0.456638,0
296,11.7521,0.463684,0,0,2.16019,0,0,0,0,0,0.735554,1.46201,0.40227,0,1.26917,0,0.525089,0
297,11.7919,0.475816,0,0,2.09613,0,0,0,0,0,0.690576,1.49027,0.329153,0,1.22166,0,0.500591,0
298,11.8318,0.513868,0,0,2.2152,0,0,0,0,0,0.734002,1.38928,0.34633,0,1.2631,0,0.539605,0
299,11.8716,0.506815,0,0,2.10078,0,0,0,0,0,0.564088,1.41022,0.0788304,0,1.21074,0,0.558008,0
300,11.9114,0.523321,0,0,2.18437,0,0,0,0,0,0.632255,1.33431,0.281878,0,1.25841,0,0.613588,0
301,11.9513,0.522508,0,0,2.05556,0,0,0,0,0,0.641381,1.46356,0.315108,0,1.22959,0,0.524102,0
302,11.9911,0.531235,0,0,2.1614,0,0,0,0,0,0.791187,1.43116,0.53793,0,1.26496,0,0.591939,0
303,12.0309,0.517742,0,0,2.10851,0,0,0,0,0,0.736278,1.5691,0.369254,0,1.25805,0,0.556434,0
304,12.0708,0.524998,0,0,2.22695,0,0,0,0,0,0.695309,1.42041,0.360546,0,1.30813,0,0.592114,0
305,12.1106,0.518566,0,0,2.06179,0,0,0,0,0,0.656659,1.50454,0.163237,0,1.29807,0,0.387955,0
306,12.1505,0.519549,0,0,2.13765,0,0,0,0,0,0.785315,1.35586,0.309855,0,1.29918,0,0.418671,0
307,12.1903,0.502007,0,0,2.08822,0,0,0,0,0,0.797963,1.48545,0.337301,0,1.27423,0,0.435517,0
308,12.2301,0.466599,0,0,2.2457,0,0,0,0,0,0.804434,1.30193,0.476942,0,1.30068,0,0.615006,0
309,12.27,0.466504,0,0,2.13955,0,0,0,0,0,0.677057,1.35398,0.339495,0,1.27103,0,0.601024,0
310,12.3098,0.494327,0,0,2.20776,0,0,0,0,0,0.719413,1.18082,0.475859,0,1.29238,0,0.612998,0
311,12.3496,0.538211,0,0,2.08159,0,0,0,0,0,0.66565,1.37074,0.310506,0,1.26214,0,0.410789,0
312,12.3895,0.525983,0,0,2.20537,0,0,0,0,0,0.724959,1.49225,0.23565,0,1.29353,0,0.45964,0
313,12.4293,0.506555,0,0,2.09905,0,0,0,0,0,0.701573,1.66258,0.0350613,0,1.22291,0,0.441059,0
314,12.4692,0.491261,0,0,2.22453,0,0,0,0,0,0.768385,1.71392,0.0842353,0,1.26677,0,0.492381,0
315,12.509,0.510387,0,0,2.11021,0,0,0,0,0,0.69681,1.64574,0.0967485,0,1.23501,0,0.513955,0
316,12.5488,0.483025,0,0,2.20909,0,0,0,0,0,0.721959,1.66443,0.097362,0,1.28163,0,0.481467,0
317,12.5887,0.494308,0,0,2.10931,0,0,0,0,0,0.726998,1.65356,0.0874875,0,1.23834,0,0.453784,0
318,12.6285,0.484703,0,0,2.21261,0,0,0,0,0,0.757343,1.63322,0.0773085,0,1.28516,0,0.456238,0
319,12.6683,0.506617,0,0,2.11187,0,0,0,0,0,0.725183,1.6267,0.0946124,0,1.25478,0,0.487782,0
320,12.7082,0.474212,0,0,2.23441,0,0,0,0,0,0.732027,1.52993,0.0591219,0,1.27464,0,0.508242,0
321,12.748,0.484193,0,0,2.12809,0,0,0,0,0,0.736889,1.59163,0.0679674,0,1.21332,0,0.45136,0
322,12.7879,0.470961,0,0,2.22406,0,0,0,0,0,0.79166,1.64035,0.0253386,0,1.24189,0,0.543581,0
323,12.8277,0.461108,0,0,2.12151,0,0,0,0,0,0.685549,1.67318,0.0219822,0,1.23468,0,0.613553,0
324,12.8675,0.445742,0,0,2.19805,0,0,0,0,0,0.724027,1.5966,0.0877646,0,1.26978,0,0.700963,0
325,12.9074,0.476903,0,0,2.1168,0,0,0,0,0,0.692759,1.58746,0.101521,0,1.25723,0,0.531298,0
326,12.9472,0.477997,0,0,2.22499,0,0,0,0,0,0.819732,1.67061,0.090719,0,1.26655,0,0.476618,0
327,12.987,0.474536,0,0,2.10313,0,0,0,0,0,0.782105,1.77782,0.142568,0,1.26737,0,0.338967,0
328,13.0269,0.446506,0,0,2.16468,0,0,0,0,0,0.774227,1.54518,0.362489,0,1.31413,0,0.49692,0
329,13.0667,0.45573,0,0,2.02784,0,0,0,0,0,0.680887,1.48666,0.397817,0,1.3291,0,0.518327,0
330,13.1066,0.45247,0,0,2.17169,0,0,0,0,0,0.706466,1.38415,0.357623,0,1.33188,0,0.572442,0
331,13.1464,0.452927,0,0,2.0837,0,0,0,0,0,0.673162,1.59143,0.134316,0,1.28415,0,0.566336,0
332,13.1862,0.498056,0,0,2.20766,0,0,0,0,0,0.709443,1.59211,0.0989875,0,1.2878,0,0.538491,0
333,13.2261,0.490335,0,0,2.06891,0,0,0,0,0,0.626789,1.68977,0.0624558,0,1.28913,0,0.597282,0
334,13.2659,0.487565,0,0,2.2181,0,0,0,0,0,0.716728,1.56253,0.268876,0,1.31672,0,0.620772,0
335,13.3057,0.48056,0,0,2.10136,0,0,0,0,0,0.7418,1.66449,0.299345,0,1.29227,0,0.59275,0
336,13.3456,0.489365,0,0,2.20389,0,0,0,0,0,0.800085,1.60229,0.247259,0,1.31904,0,0.621909,0
337,13.3854,0.466491,0,0,2.07061,0,0,0,0,0,0.675561,1.66838,0.0502112,0,1.25098,0,0.55514,0
338,13.4253,0.43032,0,0,2.19797,0,0,0,0,0,0.67092,1.51868,0.0197423,0,1.28864,0,0.637084,0
339,13.4651,0.465,0,0,2.1341,0,0,0,0,0,0.688899,1.60653,0.0496333,0,1.26076,0,0.57828,0
340,13.5049,0.486285,0,0,2.23891,0,0,0,0,0,0.796519,1.69839,0.0632927,0,1.32261,0,0.514469,0
341,13.5448,0.48313,0,0,2.10608,0,0,0,0,0,0.692426,1.72508,0.0634492,0,1.25102,0,0.548605,0
342,13.5846,0.475242,0,0,2.19086,0,0,0,0,0,0.73596,1.53459,0.277421,0,1.26562,0,0.558457,0
343,13.6244,0.480606,0,0,2.04685,0,0,0,0,0,0.664756,1.46339,0.273012,0,1.22477,0,0.637336,0
344,13.6643,0.491186,0,0,2.15692,0,0,0,0,0,0.763862,1.36382,0.372616,0,1.26797,0,0.711826,0
345,13.7041,0.485818,0,0,2.05975,0,0,0,0,0,0.717868,1.51588,0.169038,0,1.24778,0,0.669685,0
346,13.744,0.459991,0,0,2.2012,0,0,0,0,0,0.770987,1.4555,0.232884,0,1.28164,0,0.638286,0
347,13.7838,0.465502,0,0,2.10924,0,0,0,0,0,0.715369,1.52362,0.187908,0,1.24863,0,0.508632,0
348,13.8236,0.450596,0,0,2.19051,0,0,0,0,0,0.749192,1.38326,0.262722,0,1.25567,0,0.602734,0
349,13.8635,0.472424,0,0,2.0764,0,0,0,0,0,0.700724,1.47708,0.195126,0,1.24035,0,0.560532,0
350,13.9033,0.462061,0,0,2.18175,0,0,0,0,0,0.794793,1.46855,0.385341,0,1.29165,0,0.584222,0
351,13.9431,0.456738,0,0,2.07997,0,0,0,0,0,0.703067,1.57354,0.270243,0,1.24456,0,0.440549,0
352,13.983,0.489275,0,0,2.22164,0,0,0,0,0,0.709211,1.526,0.284605,0,1.28177,0,0.522923,0
353,14.0228,0.488444,0,0,2.1,0,0,0,0,0,0.630938,1.64394,0.0396052,0,1.24897,0,0.505468,0
354,14.0627,0.479054,0,0,2.21501,0,0,0,0,0,0.735927,1.54804,0.206036,0,1.29733,0,0.652373,0
355,14.1025,0.450761,0,0,2.09774,0,0,0,0,0,0.715682,1.5918,0.166431,0,1.23742,0,0.594016,0
356,14.1423,0.486574,0,0,2.20887,0,0,0,0,0,0.813568,1.44411,0.34206,0,1.26553,0,0.594228,0
357,14.1822,0.513983,0,0,2.1022,0,0,0,0,0,0.654394,1.50186,0.175628,0,1.23393,0,0.583768,0
358,14.222,0.525165,0,0,2.17097,0,0,0,0,0,0.748498,1.44222,0.392769,0,1.29592,0,0.677955,0
359,14.2618,0.495774,0,0,2.03667,0,0,0,0,0,0.67095,1.61532,0.258255,0,1.27546,0,0.69773,0
360,14.3017,0.490044,0,0,2.19525,0,0,0,0,0,0.819507,1.67454,0.258255,0,1.30869,0,0.632824,0
361,14.3415,0.485809,0,0,2.06076,0,0,0,0,0,0.748117,1.7438,0.075549,0,1.26307,0,0.487372,0
362,14.3814,0.487415,0,0,2.18027,0,0,0,0,0,0.799753,1.7569,0.0344336,0,1.2818,0,0.464596,0
363,14.4212,0.496257,0,0,2.03593,0,0,0,0,0,0.737667,1.76198,0.0805856,0,1.27861,0,0.386159,0
364,14.461,0.454839,0,0,2.18499,0,0,0,0,0,0.747036,1.6226,0.163009,0,1.31583,0,0.508241,0
365,14.5009,0.43703,0,0,2.06675,0,0,0,0,0,0.69104,1.53009,0.221263,0,1.2941,0,0.437254,0
366,14.5407,0.415349,0,0,2.19205,0,0,0,0,0,0.745367,1.40516,0.241204,0,1.30016,0,0.543841,0
367,14.5805,0.445818,0,0,2.07888,0,0,0,0,0,0.692408,1.52935,0.124347,0,1.25022,0,0.465711,0
368,14.6204,0.460504,0,0,2.21373,0,0,0,0,0,0.766245,1.33671,0.297502,0,1.25119,0,0.648004,0
369,14.6602,0.491769,0,0,2.09463,0,0,0,0,0,0.70123,1.42718,0.408716,0,1.24523,0,0.701597,0
370,14.7001,0.480954,0,0,2.22148,0,0,0,0,0,0.797178,1.42371,0.408716,0,1.2946,0,0.782188,0
371,14.7399,0.468186,0,0,2.04657,0,0,0,0,0,0.691362,1.63931,0.177307,0,1.27081,0,0.650461,0
372,14.7797,0.46484,0,0,2.15954,0,0,0,0,0,0.737567,1.64428,0,0,1.26796,0,0.578566,0
373,14.8196,0.468226,0,0,2.03933,0,0,0,0,0,0.68633,1.75441,0.0258222,0,1.26051,0,0.582084,0
